# process with pid = 37431, launched at 2019-10-12 16:32:53.591479
# <j2> <train_ratio> <test_loss> <test_loss_err> <test_accuracy> <test_accuracy_err> <train_loss> <train_loss_err> <train_accuracy> <train_accuracy_err> <rest_loss> <rest_loss_err> <rest_accuracy> <rest_accuracy_err> <resampled_loss> <resampled_loss_err> <resampled_accuracy> <resampled_accuracy_err> <total_overlap> <total_overlap_err> <rest_overlap> <rest_overlap_err> <total_expr> <total_acc> 
0.000 0.00300 2.3094170727e-02 2.0467769355e-04 9.9260885262e-01 8.6708183447e-04 6.1197206378e-06 5.4026022553e-06 1.0000000000e+00 0.0000000000e+00 2.3707939312e-02 8.6552836001e-04 9.9244958162e-01 9.3102455139e-04 1.8514862284e-02 1.2043006718e-03 9.9393041412e-01 9.2080635561e-04 9.9287243845e-01 1.0486345753e-03 9.8490708865e-01 1.8620006435e-03 7.1711838245e-07 1.0000000000e+00
# process with pid = 77348, launched at 2019-10-12 16:32:51.658486
# <j2> <train_ratio> <test_loss> <test_loss_err> <test_accuracy> <test_accuracy_err> <train_loss> <train_loss_err> <train_accuracy> <train_accuracy_err> <rest_loss> <rest_loss_err> <rest_accuracy> <rest_accuracy_err> <resampled_loss> <resampled_loss_err> <resampled_accuracy> <resampled_accuracy_err> <total_overlap> <total_overlap_err> <rest_overlap> <rest_overlap_err> <total_expr> <total_acc> 
1.000 0.00001 6.9739663601e-01 2.8321146965e-03 5.0039969572e-01 9.5411235318e-04 4.8280083574e-03 3.2054586336e-04 1.0000000000e+00 0.0000000000e+00 6.9731223583e-01 2.6288628578e-03 5.0069779158e-01 2.9468536377e-04 6.9827747345e-01 4.2124390602e-03 4.9226305609e-01 1.1927788524e-02 3.4488394936e-04 1.2504627498e-03 1.3158497471e-03 5.8899045154e-04 5.1485542208e-03 1.0000000000e+00
1.000 0.00002 6.9467210770e-01 4.7641992569e-04 5.0054152323e-01 1.0185794041e-03 1.2494738214e-02 1.4090072364e-04 1.0000000000e+00 0.0000000000e+00 6.9478756189e-01 4.1270256042e-04 5.0029802322e-01 3.5107135773e-05 6.9433242083e-01 7.1090459824e-04 5.0548033527e-01 8.7040618956e-03 1.1241243821e-03 1.4117695075e-03 5.1589911119e-04 7.0120613208e-05 1.2635638937e-02 1.0000000000e+00
1.000 0.00003 6.9469556212e-01 8.9433789253e-04 4.9900398406e-01 5.4796993257e-05 2.3832315579e-02 5.4642856121e-03 1.0000000000e+00 0.0000000000e+00 6.9472685456e-01 8.5332989693e-04 4.9998812377e-01 4.6767294407e-04 6.9543340802e-01 8.5917115211e-04 4.9527288354e-01 4.0825096691e-03 2.9839347462e-04 1.1937858382e-03 -1.0378773819e-04 9.3590967912e-04 1.8368029967e-02 1.0000000000e+00
1.000 0.00005 6.9751816988e-01 2.3806095123e-04 4.9970345157e-01 3.9324901043e-04 6.5474182367e-02 2.9673725367e-03 1.0000000000e+00 0.0000000000e+00 6.9745779037e-01 2.1272897720e-04 5.0016525388e-01 1.8295645714e-04 6.9752320647e-01 1.0485947132e-03 4.9748581743e-01 6.3821557504e-03 -5.3891837530e-04 4.1237838687e-04 2.5024273668e-04 3.6603672283e-04 6.2506809831e-02 1.0000000000e+00
1.000 0.00010 6.9667208195e-01 5.6856870651e-04 5.0029332508e-01 2.2563467812e-05 9.4809847651e-02 8.7458563270e-02 9.6875000000e-01 3.1250000000e-02 6.9658008218e-01 6.0012936592e-04 5.0025898218e-01 5.2034854889e-05 6.9581034780e-01 2.1651387215e-04 5.0154718927e-01 5.3506962352e-03 -7.6197934064e-04 1.4373262585e-03 4.3766319842e-04 1.0398270358e-04 8.3582603838e-04 1.0000000000e+00
1.000 0.00020 6.9696077704e-01 9.4363093376e-04 4.9958096417e-01 6.5756391908e-04 2.7585394681e-02 2.6621885598e-02 9.9609375000e-01 3.9062500000e-03 6.9680485129e-01 1.2721121311e-03 5.0078856945e-01 4.0477514267e-04 6.9709601998e-01 1.8270313740e-03 4.9906523981e-01 1.6438886024e-03 6.2083725762e-04 1.1707311602e-04 1.4956548738e-03 8.0964960507e-04 1.7958865501e-03 1.0000000000e+00
1.000 0.00030 6.9541892409e-01 1.2078881264e-04 4.9889439008e-01 5.9632022074e-04 2.2591489833e-03 5.0606229343e-04 1.0000000000e+00 0.0000000000e+00 6.9530549645e-01 1.5512108803e-04 5.0026300550e-01 3.2633543015e-05 6.9540590048e-01 7.3492527008e-05 4.9871064790e-01 1.1926506930e-03 4.1790455204e-05 1.6508119073e-03 4.4368100275e-04 6.5442805660e-05 2.7805333957e-03 1.0000000000e+00
1.000 0.00050 2.2525783628e-01 1.4028169215e-02 9.4249861396e-01 3.9002565789e-04 3.7352675572e-03 1.0291617364e-03 1.0000000000e+00 0.0000000000e+00 2.5074636936e-01 1.6058087349e-02 9.3616974354e-01 6.6697597504e-04 1.6669125855e-01 1.1348977685e-02 9.5707139081e-01 1.3731481840e-03 9.3103784686e-01 1.0298090509e-03 8.7232686739e-01 1.3340703642e-03 4.7644292936e-03 1.0000000000e+00
1.000 0.00100 1.5528156608e-01 5.4354220629e-04 9.5453783571e-01 2.9010172901e-04 5.4801267106e-03 8.7028765120e-04 1.0000000000e+00 0.0000000000e+00 1.6834900528e-01 9.5184892416e-04 9.5052078366e-01 4.7388672829e-04 1.1549549177e-01 1.6516819596e-04 9.6649002695e-01 4.6416276641e-04 9.5293985163e-01 1.0649517430e-03 9.0103177388e-01 9.4860165163e-04 4.6098390594e-03 1.0000000000e+00
1.000 0.00200 1.5066467971e-01 1.8137618899e-03 9.5375456104e-01 6.6078727163e-04 1.2081824243e-02 8.1237219274e-04 1.0000000000e+00 0.0000000000e+00 1.6004397720e-01 3.5052746534e-04 9.5061957836e-01 1.4466047287e-04 1.1577605456e-01 1.0539144278e-03 9.6529566297e-01 2.2080036102e-04 9.5497589223e-01 3.2536052259e-03 9.0124862803e-01 2.8869752971e-04 1.9656866789e-02 1.0000000000e+00
1.000 0.00300 1.5956611931e-01 2.2363215685e-03 9.4759795768e-01 1.0153560515e-03 1.4056399465e-02 6.3502788544e-04 1.0000000000e+00 0.0000000000e+00 1.6753888130e-01 2.9442906380e-03 9.4495481253e-01 4.0233135223e-04 1.1897448450e-01 1.7971470952e-03 9.6199659183e-01 5.0929079645e-04 9.5790570181e-01 2.5123000913e-03 8.8991581386e-01 8.0517382539e-04 3.0411234125e-02 9.8437500000e-01

