# process with pid = 2743, launched at 2019-07-01 19:00:31.462380
# <j2> <train_ratio> <test_loss> <test_loss_err> <test_accuracy> <test_accuracy_err> <train_loss> <train_loss_err> <train_accuracy> <train_accuracy_err> <rest_loss> <rest_loss_err> <rest_accuracy> <rest_accuracy_err> <resampled_loss> <resampled_loss_err> <resampled_accuracy> <resampled_accuracy_err> <total_overlap> <total_overlap_err> <rest_overlap> <rest_overlap_err> <total_expr> <total_acc> 
0.500 0.00190 2.7998502180e-01 1.1699512652e-01 9.0904258270e-01 3.5663168832e-02 1.6379455806e-03 1.5924208860e-03 1.0000000000e+00 0.0000000000e+00 2.9086657839e-01 1.2340064972e-01 9.0545816903e-01 3.8035234699e-02 2.4960190244e-01 1.0562412306e-01 9.1660179058e-01 3.5078875617e-02 7.3397587978e-01 8.7252964621e-02 7.1942909165e-01 8.8983146814e-02 2.4637514725e-02 1.0000000000e+00
0.500 0.00210 4.7947231214e-02 1.8484218439e-02 9.8401068728e-01 5.1493575868e-03 1.3155676425e-04 9.7843032011e-05 1.0000000000e+00 0.0000000000e+00 5.2608801618e-02 1.9762154230e-02 9.8236939164e-01 5.7152116544e-03 4.5822803397e-02 1.9342033896e-02 9.8534072900e-01 5.4336213324e-03 9.0012612964e-01 1.1712971307e-02 8.8936002754e-01 1.2816529338e-02 4.6662986279e-05 1.0000000000e+00
0.500 0.00230 2.3882607231e-02 1.2696334620e-02 9.9297838507e-01 4.5209401676e-03 3.9721177473e-05 4.7591038880e-05 1.0000000000e+00 0.0000000000e+00 2.6591482854e-02 1.3084144459e-02 9.9218066938e-01 4.8402201834e-03 2.2828944377e-02 1.1204449842e-02 9.9308681672e-01 4.3154551548e-03 9.3607946551e-01 1.3143613512e-02 9.2705201397e-01 1.4320240092e-02 1.2210570276e-04 1.0000000000e+00
0.500 0.00250 5.0990682794e-03 4.0584969116e-03 9.9847918939e-01 1.3999077564e-03 6.5155327320e-06 9.0094835615e-06 1.0000000000e+00 0.0000000000e+00 5.5038278752e-03 4.6243855876e-03 9.9827025437e-01 1.5732923097e-03 4.0556462845e-03 3.4958968716e-03 9.9866863905e-01 1.2243302779e-03 9.5182802012e-01 4.1896532137e-03 9.4452988256e-01 4.9120573061e-03 3.0243769288e-05 1.0000000000e+00
0.500 0.00270 1.5093927286e-03 2.0765457050e-03 9.9955161511e-01 6.2489626290e-04 4.7683716531e-08 4.7683716531e-08 1.0000000000e+00 0.0000000000e+00 1.8070499414e-03 2.0105183656e-03 9.9949686893e-01 6.8453812022e-04 1.1904504995e-03 1.9465314471e-03 9.9952061361e-01 8.3032157602e-04 9.5498563303e-01 2.8392727777e-03 9.4780265905e-01 3.0673756460e-03 0.0000000000e+00 1.0000000000e+00
0.500 0.00290 3.9416050495e-03 3.5158655301e-03 9.9889521661e-01 1.0750028649e-03 8.5604978750e-07 7.3491247337e-07 1.0000000000e+00 0.0000000000e+00 3.9223056537e-03 3.4670997551e-03 9.9889540581e-01 1.0669181899e-03 3.0044890291e-03 3.2454722854e-03 9.9913925019e-01 8.7131155118e-04 9.5223508629e-01 4.8846865886e-03 9.4533635881e-01 5.3361187256e-03 2.8610229492e-06 1.0000000000e+00
0.500 0.00310 1.8797135745e-03 2.1839873309e-03 9.9960246288e-01 5.4982788311e-04 1.2006670236e-07 7.5956432268e-08 1.0000000000e+00 0.0000000000e+00 2.3258271517e-03 3.0915514657e-03 9.9946332829e-01 8.2510210128e-04 1.1278261823e-03 1.7729453139e-03 9.9961231063e-01 6.0459068748e-04 9.5553095992e-01 2.2211365308e-03 9.4846655810e-01 2.3692712164e-03 2.2101025934e-06 1.0000000000e+00
0.500 0.00330 5.3398011369e-04 1.5143507928e-04 9.9995839728e-01 2.0149117761e-05 2.4694018066e-05 4.1455735884e-05 1.0000000000e+00 0.0000000000e+00 6.5153157262e-04 1.9112438004e-04 9.9994937039e-01 3.1467984192e-05 3.2476494926e-04 2.4439294875e-04 9.9997198566e-01 4.8522266012e-05 9.5695642425e-01 9.0756117390e-05 9.5053894686e-01 9.5056780524e-05 3.7252902985e-08 1.0000000000e+00
0.500 0.00350 1.1124556622e-03 5.8610489775e-04 9.9990754951e-01 1.0781487519e-04 6.3177198172e-05 1.0937880164e-04 1.0000000000e+00 0.0000000000e+00 7.6013387936e-04 2.3193670384e-04 9.9992464786e-01 7.0733759085e-05 2.2350668542e-04 2.9342714473e-04 1.0000000000e+00 0.0000000000e+00 9.5669390102e-01 3.6065299012e-04 9.4964106895e-01 5.1806370868e-04 2.2351741791e-08 1.0000000000e+00
0.500 0.00370 5.7252390980e-04 2.2759258210e-04 9.9996301980e-01 4.3363124825e-05 2.5130453218e-05 4.3514113155e-05 1.0000000000e+00 0.0000000000e+00 5.6318028405e-04 1.6473830356e-04 9.9996482831e-01 1.0035193263e-05 1.8590316495e-04 2.1152291575e-04 9.9997501249e-01 4.3279630374e-05 9.5704682811e-01 4.5134574030e-05 9.5098916091e-01 1.9832732326e-04 0.0000000000e+00 1.0000000000e+00
